ID,true,pred
TRAIN_12647,"근로자 안전교육 실시, 공사장 내 안전시설 즉시 시정, 안전점검 및 순회 점검 강화, 신규 근로자 현장 적응 교육, 작업장 내 위험요소 제거, 근로자 2인1조 작업 교육 및 지도, 건설사에 안전사고 예방 조치 요구, 안전시설 점검 확인.",
TRAIN_12648,재발 방지 특별교육 실시와 현장 관계자에게 안전관리 철저 요청을 통한 안전 관리 강화.,
TRAIN_12649,"지게차 운행 시 관리감독자에게 알리도록 수시 교육 공지, 지속적인 안전교육 및 T.B.M.을 통한 안전의식 고취, 지게차 고정 신호수 배치 작업으로 서로 간의 불안전 행동이나 불안전한 상태 확인.",
TRAIN_12650,안전교육 및 안전장비 설치 철저와 동일한 사고 발생 방지를 위한 안전장치 및 작업자 교육 철저.,
TRAIN_12651,"이동통로 장애물 제거 및 전용 통로 유도를 통한 재발 방지 대책과 관련 사고 조사 및 재발 방지 대책 수립 시행, 매월 3회 444 안전 점검 및 발주청 주관 현장 점검 실시.",
TRAIN_12652,"근로자 안전 교육 강화와 안전한 작업로 확보, 위험구간 우회 및 작업자 인솔에 대한 관리감독 철저, 사고자 부상경과 확인.",
TRAIN_12653,생명줄(안전벨트 걸이용) 활용과 관리감독자 지휘하에 안전수칙 준수 확인을 통한 수직이동작업 실시 및 재해자의 산재처리 요구 진행 중.,
TRAIN_12654,교육을 통한 안전교육 실시,
TRAIN_12655,"작업자의 안전교육 강화, 불안정한 행동 예방 교육 실시, 재해자 건강 상태 조사 및 작업장 안전 상태 확인.",
TRAIN_12656,안전교육 철저 및 실시 홍보를 통한 재발 방지 대책.,
TRAIN_12657,"작업자 및 사업자 특별안전교육 실시(2시간), 작업장 주변 현장 정리정돈, 안전시설물 재정비 실시.",
TRAIN_12658,현장 내 안전관리 강화 및 신호수 투입을 통한 작업자 안전 확보와 현장 수시 점검 및 안전교육 실시를 포함한 향후 조치 계획.,
TRAIN_12659,혈관인식 게이트 사용법 교육 실시 및 확인.,
TRAIN_12660,"작업 전 위험요소 사전 파악 및 작업방법에 대한 TBM 실시, 기존 안전시설물의 철저한 관리와 노후 시설물의 즉시 보수, 작업순서에 따른 위험요소 사전 제거, 사고사례 전파 및 교육 실시를 통한 동일 사고 방지.",
TRAIN_12661,사고사례 전파를 통한 재발 방지 대책 마련.,
TRAIN_12662,"근로자 안전교육 강화, 현장 일일 안전점검 및 안전관리자 배치운용.",
TRAIN_12663,안전 교육 실시,
TRAIN_12664,"토사 하차구간 안전시설물 보강, 장비 안전점검 철저, 사고 재발 방지를 위한 안전교육 실시 및 덤프 하차작업에 대한 주의사항과 사고 사례 안전교육 실시.",
TRAIN_12665,"자재 야적 고임목 돌출 부분 제거, 사고사례 전파 및 정기안전교육, T.B.M 시 특별안전교육 실시와 근로자의 부주의에 의한 전도사고 예방을 위한 향후 현장 점검 시 정리정돈 상태 확인 예정.",
TRAIN_12666,안전사고 발생예방을 위한 작업자 안전교육 실시 요청,
TRAIN_12667,"해당 공종 근로자 특별교육 실시, 합성보 설치 작업 시 관리감독자 상주 관리 및 근로자 합성보 상단 이동방법 개선, 관할 지청에 산업재해조사표 제출 및 산재보험 처리 예정.",
TRAIN_12668,작업자 교육 및 쐐기목 설치 후 작업 등 안전관리 철저.,
TRAIN_12669,작업자 동선과 간섭되지 않도록 호스를 우회하는 조치와 안전관리를 철저히 요청하고 확인하는 계획.,
TRAIN_12670,이동통로 발판 임의해체 금지 및 정해진 이동통로로의 이동 실시와 이동통로 설치 철저를 통한 향후 조치 계획.,
TRAIN_12671,작업 전 바닥 평탄작업 및 안전통로 확보를 통한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12672,방어운전 관련 교육 실시를 통한 향후 조치 계획.,
TRAIN_12673,위험성 평가에 의한 작업과 사전 작업 조건 확인 후 작업 인원 투입을 통한 재발 방지 대책 및 사례 전파 요청에 따른 향후 조치 계획.,
TRAIN_12675,"작업자 사고사례 전파 및 교육, 배관 교체작업 시 사전 라인업 및 계획 수립 후 시행 철저, 작업전 안전회의(TBM) 시 세부 작업공정별 위험요소 교육 철저.",
TRAIN_12676,작업 중 충돌 가능 부위에 대한 안전보양 설치와 건설현장 직원 및 근로자를 대상으로 한 재해 재발 방지 안전교육 실시.,
TRAIN_12677,안전교육 철저에 대한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12678,"근로자 안전교육과 이동간 안전에 관한 재교육, 작업자 이동경로 미끄럼 방지 조치 및 향후 근로자 이동간 주의사항 재교육 실시와 작업구간 외 이동간 2인1조 이동 편성.",
TRAIN_12679,"자재 운반작업 시 유도로프 사용 및 자재 취급 시 고정작업 철저, 보호구 착용 철저와 근로자 및 관리자 안전교육 실시.",
TRAIN_12680,"안전교육 및 작업에 대한 교육 강화, 안전시설물 보완과 자재 보관 시 안전 확보 및 안전시설물 추가 설치를 통한 재발 방지 대책 마련.",
TRAIN_12681,안전교육과 개인보호구 착용의 철저함.,
TRAIN_12682,안전관리 철저와 시공시 작업자 안전관리에 만전을 기할 수 있도록 감리단 및 시공사 업무지시.,
TRAIN_12683,작업 현장의 개인 보호구 착용상태 확인과 안전교육 실시를 통한 재해 예방.,
TRAIN_12684,"안전한 작업 진행을 위한 현장 책임자의 지시 준수, 작업자 단독 및 임의 작업 금지, 작업 전 현장 상황 설명 및 안전 교육 실시를 통한 재발 방지 대책 강구.",
TRAIN_12685,작업 전 특별안전교육 및 신호수 배치와 작업자 안전교육 강화 및 작업자 이동 안전통로 확보를 통한 재발 방지 대책 마련.,
TRAIN_12686,안전교육 강화를 통한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_12687,작업전 근로자 부주의 안전교육과 근로자 산업재해보험 처리에 대한 조치 계획.,
TRAIN_12688,틀비계로 교체 예정인 재발 방지 대책과 향후 조치 계획.,
TRAIN_12689,작업전 안전교육 철저와 작업중 위험요인 파악 및 제거를 통한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_12690,안전시설물 점검 및 작업자 안전교육 철저 진행과 공중작업 시 장비를 이용한 작업자 이동을 통한 공사장 점검 후 안전시설물 점검을 기반으로 한 공사 재개 계획.,
TRAIN_12691,2인1조 작업 및 무리한 작업 금지를 포함한 안전사고 예방을 위한 시공사 작업자에 대한 철저한 안전교육 실시와 작업 전 안전점검 시행.,
TRAIN_12692,"인접 작업자를 타격하거나 찌를 수 있는 작업에 대한 구역 설정과 작업 구역 관리, 안전교육 및 2차 피해 방지 안내를 통한 재발 방지 대책 마련.",
TRAIN_12693,"단부구간에 작업용 공도구를 제거할 필요 시 로프를 이용해 고정하고 특별 교육을 실시하며, 불안전한 행동을 지양하고 관리 감독자를 배치하는 조치.",
TRAIN_12694,해체작업 구간 통제 미실시 및 자재적재 정리정돈에 대한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12695,"작업구간 근로자 이동동선 확보, 수직철근 보양캡 설치, 관리자 및 근로자 안전교육 철저 지시를 포함한 재발 방지 대책과 향후 조치 계획.",
TRAIN_12696,작업 전 교육시실 및 해체 작업 시 낙하물의 범위를 인지하고 낙하범위 밖에서 작업을 진행하는 조치.,
TRAIN_12698,"현장 임시 공사중지와 미끄럼 위험성 있는 곳의 보수 및 보완, 경고표지 부착, 부상자의 산재보험 처리, 안전통로 확보 및 주의 이동, 안전교육 및 전파교육 실시.",
TRAIN_12699,안전관리에 철저함.,
TRAIN_12700,자재구역 정리정돈 철저 및 근로자 통행로 확보 강화를 통한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12701,재발방지 교육을 통한 동일 및 유사 안전사고 예방과 근로자 이동통로 이용 및 사다리 승하강 시 안전수칙 준수 상태 점검.,
TRAIN_12702,"신규작업자 안전교육 철저 실시, 현장 내 불필요한 행동 금지, 강우 후 안전한 이동, 현장 자재 정리정돈.",
TRAIN_12703,사고 재발 방지를 위한 관련 규정에 따른 대책 마련과 발주청 자체조사를 통한 현장 안전관리 강화 방안 마련.,
TRAIN_12704,보행 시 전방 주시와 무리한 동작 예방을 위한 안전 교육 실시 및 안전 통로 확보와 근로자 안전 교육 철저.,
TRAIN_12705,"타워크레인 정밀점검 및 보수, 보강 작업과 전문기관 입회 하의 인상해체 작업 진행, 경기도 특별안전점검단의 지적사항에 대한 조치확인 및 관계법령에 따른 행정절차 진행 예정.",
TRAIN_12706,"사고사례교육, 돌출부분 충돌방지 및 완충재 설치 등 안전조치와 유사사례 발생 예방조치 및 작업자 회복에 만전을 기하도록 지시한 조치.",
TRAIN_12707,작업자 안전교육 및 현장 안전관리 철저를 통한 사고 재발 방지 대책.,
TRAIN_12708,현장 내 재발 방지를 위한 안전교육 및 감독 철저.,
TRAIN_12709,"비계 사용 중 위험요인 교육 전파, 관리감독자와 작업 내용 공유 및 설치 상태 확인, 2인1조 작업 준수 및 1.2m 이상 말비계 사용 금지, 안전조치 후 감독자 감독하에 말비계 사용 진행.",
TRAIN_12710,근로자의 안전교육 및 작업환경 관리 철저와 근로자 이동통로 확보.,
TRAIN_12711,높이가 있는 작업 시 안전망 설치 및 보호장비 착용 의무화.,
TRAIN_12712,2인1조 운반 및 지게차 사용을 통한 자재 운반 시 무거운 자재에 대한 안전한 조치 계획.,
TRAIN_12713,안전교육 및 안전장비 착용 재강조를 통한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12714,작업자 안전교육 실시와 작업전 TBM 교육 강화를 통한 안전교육 및 TBM 활동 강화.,
TRAIN_12715,현장 내 작업자 안전교육 강화와 안전사고 발생요소 제거를 통한 작업자 교육 및 공사장 안전조치.,
TRAIN_12716,안전장비 보충과 안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_12717,안전시설 보강에 대한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12718,"재발 방지 대책으로 수직철근 보호캡 설치, 작업 전 TBM 진행 시 충분한 스트레칭 실시 및 건강상태 확인, 관리감독자 배치, 사고사례 전파 및 재발 방지 교육 실시, 자체 휴식 권장 및 건강상태 이상 시 보고체계 교육이 포함되며, 향후 조치 계획으로 장례 및 유가족 합의절차 원만 진행, 동료작업자 및 관계자의 정신적 휴유증에 대한 심리치료 진행, 동종재해 및 2차재해 예방을 위한 현장 안전보건시설 개선이 예정됨.",
TRAIN_12719,작업자 안전교육을 통한 안전의식 고취와 건설공사 현장 안전관리 지도감독.,
TRAIN_12720,"재발 방지 대책과 향후 조치 계획의 통합으로 재발방지협의회 실시, 공도구 표준안 개정 전파, 해당 작업 구간 안전 담당자 추가 선임, 전 근로자 특별 안전 교육 실시, Biz.P 대표이사 현장 방문 및 자체 교육 실시, 발주처를 포함한 사고 조사 결과에 따른 개선 대책 선정, 재발 방지를 위한 개선 대책 이행 및 근로자 전파 교육 실시가 이루어짐.",
TRAIN_12721,"기존 배수구조물 주변 잡초 제거, 작업자 이동통행로 확보, 배수구조물 거푸집 해체 후 돌출물 제거, 현장 작업자 안전교육 실시 및 사고자에 대한 지속적인 병원 치료 독려를 통한 안전사고 재발 방지 대책.",
TRAIN_12722,"특별교육 실시와 안전관리자의 수시 안전점검 확대, 현장점검의 빈번한 실시 및 근로자 안전교육의 주기적 시행을 통한 재발 방지 대책 마련.",
TRAIN_12723,안전교육 철저지시.,
TRAIN_12724,"사고원인 분석 및 재발 방지 대책 수립을 위한 작업전 근로자 개인보호구 착용상태 확인, 작업중 안전고리 체결 등 안전수칙 준수여부 관리감독 실시와 시스템 동바리 상부 등 고소작업구간 작업발판 설치시 고정상태 및 설치상태 확인 후 해당 작업발판 사용 실시.",
TRAIN_12725,"현재 공사 중단 상태에서 고용노동부의 중지 기간 명령 확인 후 해당 기간 동안 중단 후 재개 예정이며, 안전관리자 재교육과 고소작업차량 이용 시 직접 운전이 불가능한 차량 사용 권고가 포함된 향후 조치 계획.",
TRAIN_12726,공사 전 안전 교육 실시를 통한 재발 방지 대책 마련.,
TRAIN_12727,자재 운반 시 잭서포트 간섭 여부 확인 후 운반경로 내 잭서포트 제거 및 재설치 또는 운반 대차 이용 변경과 배관자재 운반 전 경로 내 지장물 간섭 시 사전 제거 실시 및 운반 방법 변경에 대한 안전교육 철저 지시.,
TRAIN_12728,근로자 안전교육과 안전관리 철저.,
TRAIN_12729,"고용노동부에 산업재해 처리 및 특별교육 실시와 안전관리자의 수시 안전점검 확대, 현장 점검의 빈도 증가와 근로자 안전교육의 주기적 실시.",
TRAIN_12730,"보안경 추가 지급과 현장 안전교육 철저, 산재처리 및 현장 안전관리 철저 지시.",
TRAIN_12731,"작업 전 작업자 임의 행동 금지 및 날카로운 물건 휴대 금지, 전체 근로자 관련 내용 T.B.M 전파 및 안전 교육 실시, 그리고 전체 근로자 재해사례 교육 및 재발방지 교육 실시.",
TRAIN_12732,사고사례 전파 교육과 사례전파 요청을 통한 재발 방지 대책 마련.,
TRAIN_12733,전체 근로자를 대상으로 특별 안전교육과 아침 TBM 시 작업방법 및 안전조치 교육 실시와 향후 특별 안전교육 및 공사관리 계획.,
TRAIN_12734,근로자 교육과 피재자 용약급여 신청을 통한 재발 방지 대책.,
TRAIN_12735,통로상 자재 정리 및 통로 확보.,
TRAIN_12736,작업 전 위험성 및 작업 방법에 대한 주지와 관리 감독자의 철저한 관리.,
TRAIN_12737,유사사고 방지를 위한 안전교육 실시.,
TRAIN_12738,작업 중 지정된 이동구간 이용 교육 및 슬라브 형틀 설치 시 하부 동바리 설치 후 이동에 대한 특별안전교육 실시.,
TRAIN_12739,안전관리 철저에 대한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12740,현장조사 실시 후 안전관리 체계 확인 및 향후 조치 계획.,
TRAIN_12741,공사 자재 신속 정리와 안전사고 재발 방지를 위한 교육 실시.,
TRAIN_12742,불안전한 물체 발판 사용 금지 교육과 시공자 및 감리자에 대한 행정 지도 및 재발 방지 대책 수립 요청.,
TRAIN_12743,"안전교육 실시와 작업구역 내 정리정돈 후 작업 실시, 신호수와 자재 인양 작업자의 업무 분담 및 안전교육 재실시.",
TRAIN_12744,"위험작업으로 분류된 작업 시 현장관리자의 상주와 철저한 관리감독, 주변 접근금지조치 실행 및 시공사에게 통보하여 위험작업 발생 시 미리 보고 후 작업 전후 점검 상태 확인이 이루어질 예정이다.",
TRAIN_12745,유해위험 요인 사전 발굴 노력과 작업자 안전 관리 추가 교육 실시,
TRAIN_12746,발판 이중 깔기와 안전교육 실시를 통한 미끄럼 방지 대책 마련.,
TRAIN_12747,작업자에 대한 특별안전교육 실시와 현장 내 장비 재정비.,
TRAIN_12748,작업자의 건강 체크와 보건교육 철저를 통한 안전 관리 및 향후 조치 계획에 따른 현장 확인과 안전 관리 요청.,
TRAIN_12749,유사사고 발생 예방을 위한 작업 전 작업방법 및 안전 주의사항 등 안전교육 강화와 경미한 작업이라도 2인 1개조 작업 투입 및 근로복지공단 승인여부에 따른 건원종합건설(주) 산재보험 처리 예정.,
TRAIN_12750,"거푸집 조립 관련 안전교육 실시, 작업자의 집중력 향상을 위한 규칙적인 휴식시간 부여, 관리감독자 상주 관리강화 및 향후 안전교육과 관리감독 강화를 통한 재발 방지 대책 마련.",
TRAIN_12751,안전관리 교육 강화와 재해자와의 합의 시행.,
TRAIN_12752,안전사고 유발 제거 및 관리 철저에 따른 안전관리 강화.,
TRAIN_12753,안전주의에 대한 작업자 교육 실시 등.,
TRAIN_12754,사고원인 파악 및 안전유의 통보를 통한 유사사고 재발생 방지 방안.,
TRAIN_12755,"작업조 편성 및 시야/동선 확보, 근로자 적정 보호구 착용 지도 및 교육을 통한 안전관리 요청.",
TRAIN_12756,현장 정리정돈 상태 관리와 작업자 및 관리자 안전교육 시행의 철저함.,
TRAIN_12757,"관리책임자를 통한 작업자의 작업방법 설명 및 안전지도 개선, 전동공구 사용 시 작업도구 안전상태 확인 철저, 현장대리인의 작업자 안전교육 지시, 작업공구 상태 안전점검 및 작업자 안전교육 실시 여부 확인.",
TRAIN_12758,"전 작업공구류 안전조치 재확인, 위험성 평가 재실시, 작업자 안전교육 실시 및 재발 방지 대책 수립을 통한 향후 조치 계획.",
TRAIN_12759,불필요한 작업을 포함한 현장 관리 철저.,
TRAIN_12760,설치 작업 간 자재 결속 확인.,
TRAIN_12761,작업팀 특별안전보건교육 실시와 지속적 작업 안전수칙 준수여부 점검.,
TRAIN_12762,재발 방지 특별교육 실시와 현장 관계자에게 안전관리 철저 요청을 통한 안전 관리 강화.,
TRAIN_12763,"중량물 하역 시 중장비 활용 및 2인1조 진행, 현장 관리감독 강화, 사고사례 전파 교육 실시를 통한 안전성 제고.",
TRAIN_12764,"계류로프 작업 중 근로자의 위치와 로프 간 충분한 이격거리 확보를 위한 교육 실시 및 선박 윈치에서 계류로프의 춘분한 여장 길이 확보 후 예인선 이동을 위한 작업 계획 수립과 교육, 관리 실시.",
TRAIN_12765,교육 실시와 안전 교육 실시 요구에 따른 재발 방지 대책 마련.,
TRAIN_12766,근로자 특별안전교육 실시와 현장 정리정돈(통로확보) 등을 포함한 안전 관리 철저 요청.,
TRAIN_12767,동종재해 예방을 위한 주기적인 특별교육 실시와 근로자 안전교육 철저 및 사고사례 전파를 통한 유사사고 예방.,
TRAIN_12768,철골부재 유입 시 부재 상태에 대한 상세 점검 실시,
TRAIN_12769,작업 전 안전교육 실시 및 현장 안전관리 상태 점검을 통한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12770,작업근로자 안전교육 실시와 미끄럼 방지 안전발판 추가 설치 후 유해요소 및 사고발생 요소 점검과 안전관리 철저 지시.,
TRAIN_12771,안전교육 철저에 대한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12772,안전교육 실시와 안전대책 수립의 철저함.,
TRAIN_12773,"작업방법 변경, 근로자 교육, 작업방법 시연 및 교육, 안전 감시자 및 관리자 배치, 벌점 심의위원회 개최를 통한 재발 방지 대책.",
TRAIN_12774,개인 건강관리 철저와 근로자 개인건강관리 교육 및 안전관리 철저를 통한 재발 방지 대책.,
TRAIN_12775,"작업 전 스트레칭 실시와 무거운 자재(20kg 이상)는 2인 1조로 작업하며, 상호 간 신호 준수 및 현장 안전 점검을 통한 재발 방지 대책 수립.",
TRAIN_12776,근로자 안전교육 강화를 통한 불안전한 행동에 대한 관리감독자 확인 및 조치와 근로자 특별안전보건교육 실시.,
TRAIN_12777,건설기계 노무자 장비조합 작업 시 안전관리 철저와 관련 교육 실시 및 사례 전파.,
TRAIN_12778,"데크플레이트 작업 시 안전발판 사용과 지정된 이동통로 교육, 작업 전 손목과 발목 스트레칭 및 준비운동 실시, 관리감독 강화, 근로자 대상 실족방지망 이용 안전교육 및 철저한 관리감독 실시.",
TRAIN_12779,작업자 교육 및 안전교육의 철저한 실시.,
TRAIN_12780,안전교육 실시와 안전교육 철저 지시를 통한 재발 방지 대책.,
TRAIN_12781,"관리적 대책으로 터파기 구간별 안전감시인 상시 배치, 흙막이 가시설 설치 전 근로자 투입 금지, 안전성실이행의무 위반 근로자 관리기준 수립 및 시행, 기술적 대책으로 가시설 설치 전 굴착구간 근로자 진입 시 안전시설물 설치, 교육적 대책으로 근로자 및 관리감독자 특별안전교육 실시, 향후 조치 계획으로 재발 방지 대책에 대한 시행상태 점검.",
TRAIN_12782,작업 중단 및 안전교육 실시와 사고 재발 방지 대책 수립.,
TRAIN_12783,"단독작업 지양, 현장 안전교육 실시 및 지속적인 현장 관리의 필요성.",
TRAIN_12784,작업통로 확보 및 지정작업통로 이외 이동 금지와 작업통로 개선 및 작업통로 외 이동금지 교육을 포함한 재발 방지 대책.,
TRAIN_12785,안전관리 상황의 관리 감독 강화와 작업자의 안전관리 수칙 준수 체크를 통한 재발 방지 대책 마련.,
TRAIN_12786,"현장 내 안전지도 및 안전교육 철저, 해당공사 시공중지 및 현장 안전시설 설치, 사고조사 마무리 후 재발방지를 위한 안전시설 설치 계획 수립 등이 포함된 조치 계획.",
TRAIN_12787,"안전난간 해체 시 추락 사고에 대한 안전대 추가적 안전조치 및 안전관리자 작업 시 추가 배치와 작업안전대 보강조치, 안전보강장치 확보, 위험작업 시 사전 안전예방조치 및 안전관리자 추가 배치로 인한 재발 방지 대책.",
TRAIN_12788,작업 시작 전 몸풀기 운동을 더 강화하고 무리한 시공을 하지 않도록 조치하는 방안.,
TRAIN_12789,인부 안전관리 철저 교육 및 조치 계획.,
TRAIN_12790,개인 건강검진 철저에 대한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_12791,현장 전 근로자 재방방지 안전교육 실시 및 말비계 등 작업발판 사용 근로자 안전수칙 이행여부 확인 등 관리감독 철저.,
TRAIN_12792,관련 작업자 안전교육 재실시.,
TRAIN_12793,"동일작업 전 근로자를 대상으로 안전교육을 실시하고, 재발 방지를 위한 현장점검 및 안전교육을 철저히 시행하는 계획.",
TRAIN_12794,양중 작업 시 주변 지형지물 파악과 안전관리 철저 통보를 통한 재발 방지 대책 마련.,
TRAIN_12795,"작업전 회의를 통해 작업내용과 작업장소를 공유하고, 안전관리 관련 제반사항을 준수하며 안전관리용품을 착용하고, 공사전 현장과 과업에 대한 교육을 실시하여 안전관리를 철저히 함으로써 같은 일이 다시는 발생하지 않도록 하는 방안.",
TRAIN_12796,안전교육 실시와 보호구 착용 철저를 통한 재발 방지 대책 및 현장 안전관리에 대한 행정지도와 안전보호구 착용 철저의 향후 조치 계획.,
TRAIN_12797,작업자 안전교육 실시 및 보호구 착용 철저를 통한 재발 방지 대책 마련.,
TRAIN_12798,"골조 작업자 대상 특별안전교육 실시, 근로자 이동통로 및 작업구간 자재 이격거리 유지, 기상 등 상황변화에 따른 위험성 인지 교육과 전근로자 특별안전 교육 실시를 통한 재발 방지 대책 마련.",
TRAIN_12799,"작업방법 변경, 고정로프 결속시기 변경, 전 근로자 안전 교육 및 관리 감독자 관리 철저, 재발 방지 대책 회의 진행, 근로자 교육, 향후 조치 계획의 통합.",
TRAIN_12800,"직원 교육과 외부 비계 점검 및 보강, 작업자 교육과 난간 설치를 포함한 조치 계획.",
TRAIN_12801,"추락 재해 예방을 위한 안전관리 철저와 안전교육, 안전시설물 및 안전수칙 준수 여부 확인을 통한 관리 감독 강화에 따른 안전작업절차 이행 준수.",
TRAIN_12802,안전사고 예방 교육과 현장소장 지도의 실시.,
TRAIN_12803,"건설현장 작업자 대상 안전관리 강화교육 실시, 건설현장 추락사고 예방 점검 및 조치, 건설현장 추락사고 예방 관련 공문 발송, 현장점검 강화 및 비안전요소 제거.",
TRAIN_12804,안전사고 사전예방 교육과 중량물 작업시 사전 안전교육 실시의 철저함.,
TRAIN_12805,"전 근로자 안전에 대한 특별교육 실시와 기계, 장비, 공구 등 작업 전 안전 여부 확인 철저 점검, 아침 조회 시 사고 원인 전파를 통한 안전 의식 고취 및 동종 사고 재발 방지 조치.",
TRAIN_12806,"해당 현장은 준공이 완료된 상태이며, 하자보수 공사 중 유사 공종에서 해당 사례를 기반으로 안전교육을 실시하고 가동 중인 설비를 전체 정지하여 작업을 진행하는 조치.",
TRAIN_12807,안전통로 확보와 돌출철근 보호조치(철근캡 또는 철근 구부림 조치) 마련.,
TRAIN_12808,"작업 전 근로자의 공구사용법 교육 및 안전교육 실시, 장비 상태 및 노후도 수시 점검, 사고 당사자에 대한 산재 처리 예정.",
TRAIN_12809,호스가이드 작업자 숙련공 확인 및 아침 TBM 교육을 통한 작업투입사고사례 예방과 작업자 치료 후 경과 관찰 계획.,
TRAIN_12810,"지하 굴착구간에서 중량물 작업 시 작업자 안전지대로 대피 후 인양하며, 시공사 특별안전교육 시행과 안전관리 실태 점검 후 공사 재개 결정.",
TRAIN_12811,B/T 비계 해체 작업 시 안전한 해체와 지속적인 근로자 교육을 통한 사고 재발 방지 및 해체작업 진행 시 안전교육 철저 지시와 관리자 감독 하 시공 실시.,
TRAIN_12812,보안경 착용을 통한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_12813,"롤관을 펴기 위해 고정된 부분의 확인 절차 없이 진행한 작업으로 인한 사고와 관련하여, 작업 전 정리정돈 및 고정 상태 점검의 중요성을 인식하고 위험 요소에 대한 주의 조치를 강화하며, 향후 동종 재해의 재발 방지를 위한 특별 안전 교육 및 수시 안전 점검을 실시할 계획이다.",
TRAIN_12814,"사고사례 전파 및 안전교육 실시, 관리감독자 배치, 정리정돈 및 양중작업 시 관리감독자 배치, 안전교육 시 사고사례 및 안전보건규칙에 대한 안전교육 실시.",
TRAIN_12815,"작업 전 교육 실시를 통한 무리한 행동 금지, 서두르지 않고 침착하게 작업, 스스로 안전하게 작업 실시.",
TRAIN_12816,작업자의 안전의식 고취와 B/T비계 상하부 이동 시 급하게 이동 금지를 포함한 안전교육 실시.,
TRAIN_12817,"B/T 이동식 비계 이동 시 2인 1조로 이동하고, 바닥 노출된 CD 전선관 사이의 외가닥 노출 철근을 절단하며, 기타 현장 내 작업자들에게 사고 사례 전파 및 주의 교육을 실시하고, 10월 중 재해 조사표를 작성하여 노동부에 제출할 예정인 조치 계획.",
TRAIN_12818,해당 공종의 세부 위험성 평가 실시 및 위험성 감소 대책 수립 후 비계공 투입 시 특별 안전 교육 실시와 고소 작업 시 안전벨트 걸이 시설 마련을 통한 행정 지도.,
TRAIN_12819,작업자의 불안전한 행동을 제거하기 위한 안전교육 철저.,
TRAIN_12820,"핸드그라인더 작업 전 보호덮개 설치 상태 확인, 공도구 상태 상시 점검, 핸드그라인더 보호덮개 임의 해체로 인한 위험성 교육 실시.",
TRAIN_12821,작업자 교육 철저와 사고보고 철저를 통한 재발 방지 대책 마련.,
TRAIN_12822,장비사용계획 수립 철저와 신호수 역할 이행 중 타업무 병행금지 및 장비 제동조치 전 인접 근로자 방호 조치 철저를 포함한 재발 방지 대책과 공사중지 명령에 따른 사고재발 및 안전사고 방지대책 마련 후 공사 재개여부 결정.,
TRAIN_12823,콘크리트 잔재물 낙하,
TRAIN_12824,경사 발판과 가시설 보완조치 및 안전교육 실시를 통한 재발 방지 대책.,
TRAIN_12825,수직 사다리를 경사 사다리로 보완하고 사고 발생된 가시설물 보완 예정인 재발 방지 대책.,
TRAIN_12826,작업자의 현장 안전관리 교육 철저.,
TRAIN_12827,근로자 안전교육 철저에 대한 재발 방지 대책과 향후 조치 계획.,
TRAIN_12828,작업전 사다리 이동관련 안전교육 실시와 우천시 작업중지의 시행.,
TRAIN_12829,재발방지 교육을 통한 동일 및 유사 안전사고 방지.,
TRAIN_12830,"우천으로 인해 바닥이 미끄러울 시 가급적 작업 자재 사용과 TBM 시 사고사례 전파를 통한 유사한 사고 발생 예방, 관리감독자 교육 및 지도감독 강화를 포함한 재발 방지 대책.",
TRAIN_12831,작업자와 시공자에 대한 안전교육 실시,
TRAIN_12832,"갱폼 설치 및 인상 작업의 안전성을 확보하기 위한 대책으로 갱폼 인상 안전교육 실시, 관리자에 의한 앙카볼트 체결 상태 점검, T.B.M. 실시, 안전감시단 상주 관리, 관리감독자의 순회 점검이 포함되며, 향후 인상 작업은 표준 방법에 따라 진행되고, 볼트 체결 상태 확인, 작업 계획 수립 후 진행, 안전감시단 및 관리자의 상주가 이루어질 예정이다.",
TRAIN_12833,작업 전중 후 안전교육 실시와 작업자 건강상태 체크를 통한 재발 방지 대책 및 향후 조치 계획.,
TRAIN_12834,작업자 안전관리 강화를 통한 현장 안전점검 및 안전관리 강화.,
TRAIN_12835,호이스트 탑승 및 하차 시 출입문을 열고 닫는 과정에서 근로자 1명만 수행하도록 TBM 교육 실시.,
TRAIN_12836,자재운반 시 2인 1조 작업 실시와 근무자 안전관리수칙 관련 교육 철저.,
TRAIN_12837,"중량물 이동작업 시 작업반경 내 타공정 작업금지 및 통제 철저, 중량물 취급 건설기계의 안전장치 점검 강화, 사고사례 전파 및 근로자 안전교육 강화를 통한 재발 방지 대책 마련.",
TRAIN_12838,유해위험기구 사용 시 안전수칙 준수와 안전한 자세 유지 교육을 통한 안전사고 재발 방지 대책 마련.,
